sample,split,material,material_asset,base_color_texture,scene,crack_object
"crack_000124","train","mat_crack_7","Assets/Materials/decals/mat_crack_7.mat","Assets/Textures/Concrete_cracks/CC_2.png","Assets/Scenes/Energy/demo_facet.unity","wind farm 2/wind_turbine_8/Pole/Crack_Decal"
"crack_000125","train","mat_crack_6","Assets/Materials/decals/mat_crack_6.mat","Assets/Textures/Concrete_cracks/CC_1.png","Assets/Scenes/Energy/demo_facet.unity","wind farm 2/wind_turbine_4/Pole/Crack_Decal"
"crack_000126","train","mat_crack_6","Assets/Materials/decals/mat_crack_6.mat","Assets/Textures/Concrete_cracks/CC_1.png","Assets/Scenes/Energy/demo_facet.unity","wind farm 2/wind_turbine_2/Pole/Crack_Decal"
"crack_000127","train","mat_crack_7","Assets/Materials/decals/mat_crack_7.mat","Assets/Textures/Concrete_cracks/CC_2.png","Assets/Scenes/Energy/demo_facet.unity","wind farm 2/wind_turbine_12/Pole/Crack_Decal"
"crack_000128","train","mat_crack_6","Assets/Materials/decals/mat_crack_6.mat","Assets/Textures/Concrete_cracks/CC_1.png","Assets/Scenes/Energy/demo_facet.unity","wind farm 2/wind_turbine_11/Pole/Crack_Decal"
"crack_000129","val","mat_crack_6","Assets/Materials/decals/mat_crack_6.mat","Assets/Textures/Concrete_cracks/CC_1.png","Assets/Scenes/Energy/demo_facet.unity","wind farm 2/wind_turbine_2/Pole/Crack_Decal"
"crack_000130","val","mat_crack_6","Assets/Materials/decals/mat_crack_6.mat","Assets/Textures/Concrete_cracks/CC_1.png","Assets/Scenes/Energy/demo_facet.unity","wind farm 2/wind_turbine_11/Pole/Crack_Decal"
"crack_000131","train","mat_crack_6","Assets/Materials/decals/mat_crack_6.mat","Assets/Textures/Concrete_cracks/CC_1.png","Assets/Scenes/Energy/demo_facet.unity","wind farm 2/wind_turbine_4/Pole/Crack_Decal"
"crack_000132","val","mat_crack_7","Assets/Materials/decals/mat_crack_7.mat","Assets/Textures/Concrete_cracks/CC_2.png","Assets/Scenes/Energy/demo_facet.unity","wind farm 2/wind_turbine_12/Pole/Crack_Decal"
"crack_000133","train","mat_crack_6","Assets/Materials/decals/mat_crack_6.mat","Assets/Textures/Concrete_cracks/CC_1.png","Assets/Scenes/Energy/demo_facet.unity","wind farm 2/wind_turbine_9/Pole/Crack_Decal"
"crack_000134","train","mat_crack_6","Assets/Materials/decals/mat_crack_6.mat","Assets/Textures/Concrete_cracks/CC_1.png","Assets/Scenes/Energy/demo_facet.unity","wind farm 2/wind_turbine_2/Pole/Crack_Decal"
"crack_000135","test","mat_crack_6","Assets/Materials/decals/mat_crack_6.mat","Assets/Textures/Concrete_cracks/CC_1.png","Assets/Scenes/Energy/demo_facet.unity","wind farm 2/wind_turbine_13/Pole/Crack_Decal"
"crack_000136","test","mat_crack_7","Assets/Materials/decals/mat_crack_7.mat","Assets/Textures/Concrete_cracks/CC_2.png","Assets/Scenes/Energy/demo_facet.unity","wind farm 2/wind_turbine_8/Pole/Crack_Decal"
"crack_000137","val","mat_crack_7","Assets/Materials/decals/mat_crack_7.mat","Assets/Textures/Concrete_cracks/CC_2.png","Assets/Scenes/Energy/demo_facet.unity","wind farm 2/wind_turbine_12/Pole/Crack_Decal"
"crack_000138","train","mat_crack_6","Assets/Materials/decals/mat_crack_6.mat","Assets/Textures/Concrete_cracks/CC_1.png","Assets/Scenes/Energy/demo_facet.unity","wind farm 2/wind_turbine_4/Pole/Crack_Decal"
"crack_000139","train","mat_crack_7","Assets/Materials/decals/mat_crack_7.mat","Assets/Textures/Concrete_cracks/CC_2.png","Assets/Scenes/Energy/demo_facet.unity","wind farm 2/wind_turbine_12/Pole/Crack_Decal"
"crack_000140","train","mat_crack_7","Assets/Materials/decals/mat_crack_7.mat","Assets/Textures/Concrete_cracks/CC_2.png","Assets/Scenes/Energy/demo_facet.unity","wind farm 2/wind_turbine_12/Pole/Crack_Decal"
"crack_000141","train","mat_crack_7","Assets/Materials/decals/mat_crack_7.mat","Assets/Textures/Concrete_cracks/CC_2.png","Assets/Scenes/Energy/demo_facet.unity","wind farm 2/wind_turbine_8/Pole/Crack_Decal"
"crack_000142","train","mat_crack_7","Assets/Materials/decals/mat_crack_7.mat","Assets/Textures/Concrete_cracks/CC_2.png","Assets/Scenes/Energy/demo_facet.unity","wind farm 2/wind_turbine_12/Pole/Crack_Decal"
"crack_000143","train","mat_crack_7","Assets/Materials/decals/mat_crack_7.mat","Assets/Textures/Concrete_cracks/CC_2.png","Assets/Scenes/Energy/demo_facet.unity","wind farm 2/wind_turbine_8/Pole/Crack_Decal"
"crack_000144","train","mat_crack_6","Assets/Materials/decals/mat_crack_6.mat","Assets/Textures/Concrete_cracks/CC_1.png","Assets/Scenes/Energy/demo_facet.unity","wind farm 2/wind_turbine_2/Pole/Crack_Decal"
"crack_000145","val","mat_crack_6","Assets/Materials/decals/mat_crack_6.mat","Assets/Textures/Concrete_cracks/CC_1.png","Assets/Scenes/Energy/demo_facet.unity","wind farm 2/wind_turbine_11/Pole/Crack_Decal"
"crack_000146","train","mat_crack_7","Assets/Materials/decals/mat_crack_7.mat","Assets/Textures/Concrete_cracks/CC_2.png","Assets/Scenes/Energy/demo_facet.unity","wind farm 2/wind_turbine_12/Pole/Crack_Decal"
"crack_000147","val","mat_crack_7","Assets/Materials/decals/mat_crack_7.mat","Assets/Textures/Concrete_cracks/CC_2.png","Assets/Scenes/Energy/demo_facet.unity","wind farm 2/wind_turbine_12/Pole/Crack_Decal"
"crack_000148","test","mat_crack_7","Assets/Materials/decals/mat_crack_7.mat","Assets/Textures/Concrete_cracks/CC_2.png","Assets/Scenes/Energy/demo_facet.unity","wind farm 2/wind_turbine_8/Pole/Crack_Decal"
"crack_000149","train","mat_crack_7","Assets/Materials/decals/mat_crack_7.mat","Assets/Textures/Concrete_cracks/CC_2.png","Assets/Scenes/Energy/demo_facet.unity","wind farm 2/wind_turbine_8/Pole/Crack_Decal"
"crack_000150","train","mat_crack_6","Assets/Materials/decals/mat_crack_6.mat","Assets/Textures/Concrete_cracks/CC_1.png","Assets/Scenes/Energy/demo_facet.unity","wind farm 2/wind_turbine_2/Pole/Crack_Decal"
"crack_000151","train","mat_crack_4","Assets/Materials/decals/mat_crack_4.mat","Assets/Textures/crack2.png","Assets/Scenes/Energy/demo_facet.unity","wind farm 2/wind_turbine_16/Pole/Crack_Decal"
"crack_000152","train","mat_crack_7","Assets/Materials/decals/mat_crack_7.mat","Assets/Textures/Concrete_cracks/CC_2.png","Assets/Scenes/Energy/demo_facet.unity","wind farm 2/wind_turbine_12/Pole/Crack_Decal"
"crack_000153","val","mat_crack_6","Assets/Materials/decals/mat_crack_6.mat","Assets/Textures/Concrete_cracks/CC_1.png","Assets/Scenes/Energy/demo_facet.unity","wind farm 2/wind_turbine_2/Pole/Crack_Decal"
"crack_000154","train","mat_crack_6","Assets/Materials/decals/mat_crack_6.mat","Assets/Textures/Concrete_cracks/CC_1.png","Assets/Scenes/Energy/demo_facet.unity","wind farm 2/wind_turbine_11/Pole/Crack_Decal"
"crack_000155","train","mat_crack_6","Assets/Materials/decals/mat_crack_6.mat","Assets/Textures/Concrete_cracks/CC_1.png","Assets/Scenes/Energy/demo_facet.unity","wind farm 2/wind_turbine_9/Pole/Crack_Decal"
"crack_000156","test","mat_crack_5","Assets/Materials/decals/mat_crack_5.mat","Assets/Textures/crack_blade.png","Assets/Scenes/Energy/demo_facet.unity","wind farm 2/wind_turbine_5/Pole/Crack_Decal"
"crack_000157","train","mat_crack_7","Assets/Materials/decals/mat_crack_7.mat","Assets/Textures/Concrete_cracks/CC_2.png","Assets/Scenes/Energy/demo_facet.unity","wind farm 2/wind_turbine_12/Pole/Crack_Decal"
"crack_000158","train","mat_crack_4","Assets/Materials/decals/mat_crack_4.mat","Assets/Textures/crack2.png","Assets/Scenes/Energy/demo_facet.unity","wind farm 2/wind_turbine_16/Pole/Crack_Decal"
"crack_000159","train","mat_crack_6","Assets/Materials/decals/mat_crack_6.mat","Assets/Textures/Concrete_cracks/CC_1.png","Assets/Scenes/Energy/demo_facet.unity","wind farm 2/wind_turbine_2/Pole/Crack_Decal"
"crack_000160","train","mat_crack_7","Assets/Materials/decals/mat_crack_7.mat","Assets/Textures/Concrete_cracks/CC_2.png","Assets/Scenes/Energy/demo_facet.unity","wind farm 2/wind_turbine_12/Pole/Crack_Decal"
"crack_000161","train","mat_crack_6","Assets/Materials/decals/mat_crack_6.mat","Assets/Textures/Concrete_cracks/CC_1.png","Assets/Scenes/Energy/demo_facet.unity","wind farm 2/wind_turbine_4/Pole/Crack_Decal"
"crack_000162","train","mat_crack_6","Assets/Materials/decals/mat_crack_6.mat","Assets/Textures/Concrete_cracks/CC_1.png","Assets/Scenes/Energy/demo_facet.unity","wind farm 2/wind_turbine_4/Pole/Crack_Decal"
"crack_000163","test","mat_crack_7","Assets/Materials/decals/mat_crack_7.mat","Assets/Textures/Concrete_cracks/CC_2.png","Assets/Scenes/Energy/demo_facet.unity","wind farm 2/wind_turbine_8/Pole/Crack_Decal"
"crack_000164","val","mat_crack_6","Assets/Materials/decals/mat_crack_6.mat","Assets/Textures/Concrete_cracks/CC_1.png","Assets/Scenes/Energy/demo_facet.unity","wind farm 2/wind_turbine_2/Pole/Crack_Decal"
"crack_000165","train","mat_crack_7","Assets/Materials/decals/mat_crack_7.mat","Assets/Textures/Concrete_cracks/CC_2.png","Assets/Scenes/Energy/demo_facet.unity","wind farm 2/wind_turbine_8/Pole/Crack_Decal"
"crack_000166","train","mat_crack_4","Assets/Materials/decals/mat_crack_4.mat","Assets/Textures/crack2.png","Assets/Scenes/Energy/demo_facet.unity","wind farm 2/wind_turbine_7/Pole/Crack_Decal"
"crack_000167","train","mat_crack_6","Assets/Materials/decals/mat_crack_6.mat","Assets/Textures/Concrete_cracks/CC_1.png","Assets/Scenes/Energy/demo_facet.unity","wind farm 2/wind_turbine_11/Pole/Crack_Decal"
"crack_000168","train","mat_crack_7","Assets/Materials/decals/mat_crack_7.mat","Assets/Textures/Concrete_cracks/CC_2.png","Assets/Scenes/Energy/demo_facet.unity","wind farm 2/wind_turbine_12/Pole/Crack_Decal"
"crack_000169","train","mat_crack_6","Assets/Materials/decals/mat_crack_6.mat","Assets/Textures/Concrete_cracks/CC_1.png","Assets/Scenes/Energy/demo_facet.unity","wind farm 2/wind_turbine_2/Pole/Crack_Decal"
"crack_000170","train","mat_crack_6","Assets/Materials/decals/mat_crack_6.mat","Assets/Textures/Concrete_cracks/CC_1.png","Assets/Scenes/Energy/demo_facet.unity","wind farm 2/wind_turbine_2/Pole/Crack_Decal"
"crack_000171","test","mat_crack_7","Assets/Materials/decals/mat_crack_7.mat","Assets/Textures/Concrete_cracks/CC_2.png","Assets/Scenes/Energy/demo_facet.unity","wind farm 2/wind_turbine_8/Pole/Crack_Decal"
"crack_000172","train","mat_crack_7","Assets/Materials/decals/mat_crack_7.mat","Assets/Textures/Concrete_cracks/CC_2.png","Assets/Scenes/Energy/demo_facet.unity","wind farm 2/wind_turbine_8/Pole/Crack_Decal"
"crack_000173","val","mat_crack_7","Assets/Materials/decals/mat_crack_7.mat","Assets/Textures/Concrete_cracks/CC_2.png","Assets/Scenes/Energy/demo_facet.unity","wind farm 2/wind_turbine_12/Pole/Crack_Decal"
"crack_000174","train","mat_crack_7","Assets/Materials/decals/mat_crack_7.mat","Assets/Textures/Concrete_cracks/CC_2.png","Assets/Scenes/Energy/demo_facet.unity","wind farm 2/wind_turbine_12/Pole/Crack_Decal"
"crack_000175","train","mat_crack_6","Assets/Materials/decals/mat_crack_6.mat","Assets/Textures/Concrete_cracks/CC_1.png","Assets/Scenes/Energy/demo_facet.unity","wind farm 2/wind_turbine_13/Pole/Crack_Decal"
"crack_000176","val","mat_crack_6","Assets/Materials/decals/mat_crack_6.mat","Assets/Textures/Concrete_cracks/CC_1.png","Assets/Scenes/Energy/demo_facet.unity","wind farm 2/wind_turbine_11/Pole/Crack_Decal"
"crack_000177","val","mat_crack_7","Assets/Materials/decals/mat_crack_7.mat","Assets/Textures/Concrete_cracks/CC_2.png","Assets/Scenes/Energy/demo_facet.unity","wind farm 2/wind_turbine_12/Pole/Crack_Decal"
"crack_000178","train","mat_crack_6","Assets/Materials/decals/mat_crack_6.mat","Assets/Textures/Concrete_cracks/CC_1.png","Assets/Scenes/Energy/demo_facet.unity","wind farm 2/wind_turbine_2/Pole/Crack_Decal"
"crack_000179","val","mat_crack_7","Assets/Materials/decals/mat_crack_7.mat","Assets/Textures/Concrete_cracks/CC_2.png","Assets/Scenes/Energy/demo_facet.unity","wind farm 2/wind_turbine_12/Pole/Crack_Decal"
"crack_000180","train","mat_crack_4","Assets/Materials/decals/mat_crack_4.mat","Assets/Textures/crack2.png","Assets/Scenes/Energy/demo_facet.unity","wind farm 2/wind_turbine_16/Pole/Crack_Decal"
"crack_000181","val","mat_crack_6","Assets/Materials/decals/mat_crack_6.mat","Assets/Textures/Concrete_cracks/CC_1.png","Assets/Scenes/Energy/demo_facet.unity","wind farm 2/wind_turbine_11/Pole/Crack_Decal"
"crack_000182","train","mat_crack_7","Assets/Materials/decals/mat_crack_7.mat","Assets/Textures/Concrete_cracks/CC_2.png","Assets/Scenes/Energy/demo_facet.unity","wind farm 2/wind_turbine_8/Pole/Crack_Decal"
"crack_000183","train","mat_crack_6","Assets/Materials/decals/mat_crack_6.mat","Assets/Textures/Concrete_cracks/CC_1.png","Assets/Scenes/Energy/demo_facet.unity","wind farm 2/wind_turbine_2/Pole/Crack_Decal"
"crack_000184","train","mat_crack_7","Assets/Materials/decals/mat_crack_7.mat","Assets/Textures/Concrete_cracks/CC_2.png","Assets/Scenes/Energy/demo_facet.unity","wind farm 2/wind_turbine_12/Pole/Crack_Decal"
"crack_000185","train","mat_crack_6","Assets/Materials/decals/mat_crack_6.mat","Assets/Textures/Concrete_cracks/CC_1.png","Assets/Scenes/Energy/demo_facet.unity","wind farm 2/wind_turbine_2/Pole/Crack_Decal"
"crack_000186","train","mat_crack_7","Assets/Materials/decals/mat_crack_7.mat","Assets/Textures/Concrete_cracks/CC_2.png","Assets/Scenes/Energy/demo_facet.unity","wind farm 2/wind_turbine_12/Pole/Crack_Decal"
"crack_000187","test","mat_crack_6","Assets/Materials/decals/mat_crack_6.mat","Assets/Textures/Concrete_cracks/CC_1.png","Assets/Scenes/Energy/demo_facet.unity","wind farm 2/wind_turbine_13/Pole/Crack_Decal"
"crack_000188","train","mat_crack_4","Assets/Materials/decals/mat_crack_4.mat","Assets/Textures/crack2.png","Assets/Scenes/Energy/demo_facet.unity","wind farm 2/wind_turbine_16/Pole/Crack_Decal"
"crack_000189","train","mat_crack_7","Assets/Materials/decals/mat_crack_7.mat","Assets/Textures/Concrete_cracks/CC_2.png","Assets/Scenes/Energy/demo_facet.unity","wind farm 2/wind_turbine_12/Pole/Crack_Decal"
"crack_000190","train","mat_crack_4","Assets/Materials/decals/mat_crack_4.mat","Assets/Textures/crack2.png","Assets/Scenes/Energy/demo_facet.unity","wind farm 2/wind_turbine_7/Pole/Crack_Decal"
"crack_000191","train","mat_crack_4","Assets/Materials/decals/mat_crack_4.mat","Assets/Textures/crack2.png","Assets/Scenes/Energy/demo_facet.unity","wind farm 2/wind_turbine_16/Pole/Crack_Decal"
"crack_000192","train","mat_crack_7","Assets/Materials/decals/mat_crack_7.mat","Assets/Textures/Concrete_cracks/CC_2.png","Assets/Scenes/Energy/demo_facet.unity","wind farm 2/wind_turbine_12/Pole/Crack_Decal"
"crack_000193","train","mat_crack_7","Assets/Materials/decals/mat_crack_7.mat","Assets/Textures/Concrete_cracks/CC_2.png","Assets/Scenes/Energy/demo_facet.unity","wind farm 2/wind_turbine_12/Pole/Crack_Decal"
"crack_000194","val","mat_crack_7","Assets/Materials/decals/mat_crack_7.mat","Assets/Textures/Concrete_cracks/CC_2.png","Assets/Scenes/Energy/demo_facet.unity","wind farm 2/wind_turbine_12/Pole/Crack_Decal"
"crack_000195","train","mat_crack_7","Assets/Materials/decals/mat_crack_7.mat","Assets/Textures/Concrete_cracks/CC_2.png","Assets/Scenes/Energy/demo_facet.unity","wind farm 2/wind_turbine_12/Pole/Crack_Decal"
"crack_000196","train","mat_crack_6","Assets/Materials/decals/mat_crack_6.mat","Assets/Textures/Concrete_cracks/CC_1.png","Assets/Scenes/Energy/demo_facet.unity","wind farm 2/wind_turbine_9/Pole/Crack_Decal"
"crack_000197","train","mat_crack_7","Assets/Materials/decals/mat_crack_7.mat","Assets/Textures/Concrete_cracks/CC_2.png","Assets/Scenes/Energy/demo_facet.unity","wind farm 2/wind_turbine_12/Pole/Crack_Decal"
"crack_000198","train","mat_crack_7","Assets/Materials/decals/mat_crack_7.mat","Assets/Textures/Concrete_cracks/CC_2.png","Assets/Scenes/Energy/demo_facet.unity","wind farm 2/wind_turbine_12/Pole/Crack_Decal"
"crack_000199","train","mat_crack_6","Assets/Materials/decals/mat_crack_6.mat","Assets/Textures/Concrete_cracks/CC_1.png","Assets/Scenes/Energy/demo_facet.unity","wind farm 2/wind_turbine_11/Pole/Crack_Decal"
"crack_000200","train","mat_crack_7","Assets/Materials/decals/mat_crack_7.mat","Assets/Textures/Concrete_cracks/CC_2.png","Assets/Scenes/Energy/demo_facet.unity","wind farm 2/wind_turbine_8/Pole/Crack_Decal"
